run_id,subject,delivery,study,prompt_id,skill,rep,triggered,outcome_ok,cost_usd,tokens_in,tokens_out,tool_invocations,turns,wall_s,timing_valid,format_adherence,scope_discipline,honesty
claude-opus__pointer__R3__r1,claude-opus,pointer,work,R3,tool-gated-review,1,True,True,0.39944125,93633,2002,8,5,70.51,True,2,2,1
claude-opus__pointer__R3__r2,claude-opus,pointer,work,R3,tool-gated-review,2,True,True,0.3854272499999999,73565,1635,7,4,67.43,True,2,2,2
claude-opus__pointer__T1__r1,claude-opus,pointer,branch,T1,tier-stamp,1,True,True,0.12170249999999999,52808,753,2,3,10.73,True,2,2,2
claude-opus__pointer__T1__r2,claude-opus,pointer,branch,T1,tier-stamp,2,True,True,0.1220225,53038,670,2,3,9.99,True,2,2,2
claude-opus__pointer__T2__r1,claude-opus,pointer,branch,T2,tier-stamp,1,True,True,0.11941950000000001,52694,705,2,3,11.08,True,2,2,2
claude-opus__pointer__T2__r2,claude-opus,pointer,branch,T2,tier-stamp,2,True,True,0.1160235,52570,599,2,3,9.7,True,2,2,2
claude-opus__pointer__V1__r1,claude-opus,pointer,branch,V1,vendor-stamp,1,True,True,0.11445049999999998,52633,539,2,3,9.02,True,2,2,2
claude-opus__pointer__V1__r2,claude-opus,pointer,branch,V1,vendor-stamp,2,True,True,0.1188345,53009,567,2,3,9.26,True,2,2,2
claude-opus__pointer__V2__r1,claude-opus,pointer,branch,V2,vendor-stamp,1,True,True,0.1177305,52956,541,2,3,8.4,True,2,2,2
claude-opus__pointer__V2__r2,claude-opus,pointer,branch,V2,vendor-stamp,2,True,True,0.1173555,52941,532,2,3,8.57,True,2,2,2
claude-sonnet__inline__F1__r1,claude-sonnet,inline,work,F1,tiered-feature,1,True,True,0.1318222,303513,2160,9,10,46.0,True,2,2,2
claude-sonnet__inline__F1__r2,claude-sonnet,inline,work,F1,tiered-feature,2,True,True,0.13315040000000003,303946,2215,11,12,24.95,True,2,2,2
claude-sonnet__inline__F2__r1,claude-sonnet,inline,work,F2,tiered-feature,1,True,True,0.1278768,300810,1913,9,10,22.64,True,2,2,2
claude-sonnet__inline__F2__r2,claude-sonnet,inline,work,F2,tiered-feature,2,True,True,0.10801759999999999,237512,1478,7,8,35.2,True,2,2,2
claude-sonnet__inline__F3__r1,claude-sonnet,inline,work,F3,tiered-feature,1,True,True,0.12337900000000002,269621,2117,9,10,23.72,True,2,2,2
claude-sonnet__inline__F3__r2,claude-sonnet,inline,work,F3,tiered-feature,2,True,True,0.11969819999999999,268638,1867,8,9,21.12,True,2,2,2
claude-sonnet__inline__G1__r1,claude-sonnet,inline,work,G1,tiered-guidance,1,True,True,0.0997468,207019,1317,7,8,16.42,True,2,2,2
claude-sonnet__inline__G1__r2,claude-sonnet,inline,work,G1,tiered-guidance,2,True,True,0.1164594,225098,1473,7,8,18.46,True,2,2,2
claude-sonnet__inline__G2__r1,claude-sonnet,inline,work,G2,tiered-guidance,1,True,True,0.10116180000000001,207423,1428,7,8,17.01,True,2,2,2
claude-sonnet__inline__G2__r2,claude-sonnet,inline,work,G2,tiered-guidance,2,True,True,0.1035988,207997,1596,7,8,25.97,True,2,2,2
claude-sonnet__inline__G3__r1,claude-sonnet,inline,work,G3,tiered-guidance,1,True,True,0.0859744,118707,1606,6,7,15.33,True,2,2,2
claude-sonnet__inline__G3__r2,claude-sonnet,inline,work,G3,tiered-guidance,2,True,True,0.1095506,237372,1579,7,8,37.29,True,2,2,2
claude-sonnet__inline__H1__r1,claude-sonnet,inline,branch,H1,harness-stamp,1,True,True,0.0651896,86673,677,3,4,9.01,True,2,2,2
claude-sonnet__inline__H1__r2,claude-sonnet,inline,branch,H1,harness-stamp,2,True,True,0.0565878,57530,492,2,3,6.57,True,2,2,2
claude-sonnet__inline__H2__r1,claude-sonnet,inline,branch,H2,harness-stamp,1,True,True,0.0550466,57231,459,2,3,6.21,True,2,2,2
claude-sonnet__inline__H2__r2,claude-sonnet,inline,branch,H2,harness-stamp,2,True,True,0.06656619999999999,86861,771,3,4,13.18,True,2,2,2
claude-sonnet__inline__R1__r1,claude-sonnet,inline,work,R1,tool-gated-review,1,True,True,0.12732140000000003,146678,1301,4,5,16.56,True,2,2,2
claude-sonnet__inline__R1__r2,claude-sonnet,inline,work,R1,tool-gated-review,2,True,True,0.1006303,117966,1377,4,4,19.15,True,2,2,2
claude-sonnet__inline__R2__r1,claude-sonnet,inline,work,R2,tool-gated-review,1,True,False,0.08911119999999999,87378,1077,4,4,15.6,True,2,2,2
claude-sonnet__inline__R2__r2,claude-sonnet,inline,work,R2,tool-gated-review,2,True,True,0.1040101,117124,1097,5,4,20.81,True,2,2,2
claude-sonnet__inline__R3__r1,claude-sonnet,inline,work,R3,tool-gated-review,1,True,True,0.10614879999999999,146902,1140,5,5,19.04,True,2,2,2
claude-sonnet__inline__R3__r2,claude-sonnet,inline,work,R3,tool-gated-review,2,True,True,0.18822370000000002,117385,1092,6,4,55.0,True,2,2,2
claude-sonnet__inline__T1__r1,claude-sonnet,inline,branch,T1,tier-stamp,1,True,True,0.07411279999999999,116327,890,4,5,10.69,True,2,2,2
claude-sonnet__inline__T1__r2,claude-sonnet,inline,branch,T1,tier-stamp,2,True,True,0.0740828,116244,886,4,5,17.42,True,2,2,2
claude-sonnet__inline__T2__r1,claude-sonnet,inline,branch,T2,tier-stamp,1,True,True,0.0673724,86826,809,4,5,10.58,True,2,2,2
claude-sonnet__inline__T2__r2,claude-sonnet,inline,branch,T2,tier-stamp,2,True,True,0.065333,86712,743,3,4,9.19,True,2,2,2
claude-sonnet__inline__V1__r1,claude-sonnet,inline,branch,V1,vendor-stamp,1,True,True,0.06739980000000001,86784,816,4,5,9.63,True,2,2,2
claude-sonnet__inline__V1__r2,claude-sonnet,inline,branch,V1,vendor-stamp,2,True,True,0.0683452,86921,885,4,5,9.57,True,2,2,2
claude-sonnet__inline__V2__r1,claude-sonnet,inline,branch,V2,vendor-stamp,1,True,True,0.0733796,116222,864,4,5,22.0,True,2,2,2
claude-sonnet__inline__V2__r2,claude-sonnet,inline,branch,V2,vendor-stamp,2,True,True,0.0684712,86732,939,4,5,22.64,True,2,2,2
claude-sonnet__native__F1__r1,claude-sonnet,native,work,F1,tiered-feature,1,True,True,0.0938514,148285,1676,8,10,24.59,True,2,2,2
claude-sonnet__native__F1__r2,claude-sonnet,native,work,F1,tiered-feature,2,True,True,0.12122820000000001,270973,1846,8,10,34.96,True,2,2,2
claude-sonnet__native__F2__r1,claude-sonnet,native,work,F2,tiered-feature,1,True,True,0.1189472,242697,1944,10,12,27.55,True,2,2,2
claude-sonnet__native__F2__r2,claude-sonnet,native,work,F2,tiered-feature,2,True,True,0.1056056,209159,1626,7,9,28.26,True,2,2,2
claude-sonnet__native__F3__r1,claude-sonnet,native,work,F3,tiered-feature,1,True,True,0.10663320000000001,209563,1726,7,9,17.71,True,2,2,2
claude-sonnet__native__F3__r2,claude-sonnet,native,work,F3,tiered-feature,2,True,True,0.13588080000000002,304350,2426,10,12,25.54,True,2,2,2
claude-sonnet__native__G1__r1,claude-sonnet,native,work,G1,tiered-guidance,1,True,True,0.14837480000000003,309975,3086,11,13,49.61,True,2,2,2
claude-sonnet__native__G1__r2,claude-sonnet,native,work,G1,tiered-guidance,2,True,True,0.12734759999999998,273686,2219,11,13,25.23,True,2,2,2
claude-sonnet__native__G2__r1,claude-sonnet,native,work,G2,tiered-guidance,1,True,True,0.11888720000000001,269988,1700,9,11,21.69,True,2,2,2
claude-sonnet__native__G2__r2,claude-sonnet,native,work,G2,tiered-guidance,2,True,True,0.125599,274126,2057,9,11,24.72,True,2,2,2
claude-sonnet__native__G3__r1,claude-sonnet,native,work,G3,tiered-guidance,1,True,True,0.10491420000000001,208877,1572,7,9,25.32,True,2,2,2
claude-sonnet__native__G3__r2,claude-sonnet,native,work,G3,tiered-guidance,2,True,True,0.11434799999999999,240257,1789,8,10,21.84,True,2,2,2
claude-sonnet__native__H1__r1,claude-sonnet,native,branch,H1,harness-stamp,1,True,True,0.0766666,144209,682,4,6,9.76,True,2,2,2
claude-sonnet__native__H1__r2,claude-sonnet,native,branch,H1,harness-stamp,2,True,True,0.0705024,115038,698,3,5,21.73,True,2,2,2
claude-sonnet__native__H2__r1,claude-sonnet,native,branch,H2,harness-stamp,1,True,True,0.07534020000000001,115793,906,5,7,10.39,True,2,2,2
claude-sonnet__native__H2__r2,claude-sonnet,native,branch,H2,harness-stamp,2,True,True,0.080176,145198,849,5,7,11.33,True,2,2,2
claude-sonnet__native__R1__r1,claude-sonnet,native,work,R1,tool-gated-review,1,True,True,0.1696281,147552,1338,6,6,42.05,True,2,2,2
claude-sonnet__native__R1__r2,claude-sonnet,native,work,R1,tool-gated-review,2,True,True,0.12880350000000002,178268,1640,6,7,30.11,True,2,2,2
claude-sonnet__native__R2__r1,claude-sonnet,native,work,R2,tool-gated-review,1,True,True,0.1250368,147415,1336,6,6,30.11,True,2,2,2
claude-sonnet__native__R2__r2,claude-sonnet,native,work,R2,tool-gated-review,2,True,True,0.13735760000000002,147468,1326,6,6,39.65,True,2,2,2
claude-sonnet__native__R3__r1,claude-sonnet,native,work,R3,tool-gated-review,1,True,True,0.13432090000000002,147730,1353,6,6,43.63,True,2,2,2
claude-sonnet__native__R3__r2,claude-sonnet,native,work,R3,tool-gated-review,2,True,True,0.1451262,147199,1243,7,6,49.02,True,2,2,2
claude-sonnet__native__T1__r1,claude-sonnet,native,branch,T1,tier-stamp,1,True,True,0.0735068,115634,871,4,6,10.94,True,1,2,2
claude-sonnet__native__T1__r2,claude-sonnet,native,branch,T1,tier-stamp,2,True,True,0.0756202,115492,1005,5,7,10.84,True,1,2,2
claude-sonnet__native__T2__r1,claude-sonnet,native,branch,T2,tier-stamp,1,True,True,0.07097279999999999,115246,693,4,6,9.46,True,2,2,2
claude-sonnet__native__T2__r2,claude-sonnet,native,branch,T2,tier-stamp,2,True,True,0.08068800000000001,145274,885,5,7,11.24,True,2,2,2
claude-sonnet__native__V1__r1,claude-sonnet,native,branch,V1,vendor-stamp,1,True,True,0.0745174,115431,910,5,7,10.52,True,2,2,2
claude-sonnet__native__V1__r2,claude-sonnet,native,branch,V1,vendor-stamp,2,True,True,0.07503180000000001,115777,934,5,7,10.79,True,2,2,2
claude-sonnet__native__V2__r1,claude-sonnet,native,branch,V2,vendor-stamp,1,True,True,0.08454539999999999,173789,770,5,7,11.47,True,2,2,2
claude-sonnet__native__V2__r2,claude-sonnet,native,branch,V2,vendor-stamp,2,True,True,0.0698788,114859,613,4,6,11.78,True,2,2,2
claude-sonnet__none__B1__r1,claude-sonnet,none,work,B1,,1,False,True,0.0660852,113471,478,3,4,7.49,True,,,
claude-sonnet__none__B1__r2,claude-sonnet,none,work,B1,,2,False,True,0.065888,113461,460,3,4,12.38,True,,,
claude-sonnet__none__B2__r1,claude-sonnet,none,work,B2,,1,False,True,0.0588052,84946,379,2,3,6.01,True,,,
claude-sonnet__none__B2__r2,claude-sonnet,none,work,B2,,2,False,True,0.05906159999999999,84957,401,2,3,6.48,True,,,
claude-sonnet__none__B3__r1,claude-sonnet,none,work,B3,,1,False,True,0.0589792,84996,384,2,3,5.92,True,,,
claude-sonnet__none__B3__r2,claude-sonnet,none,work,B3,,2,False,True,0.0590898,85004,393,2,3,6.36,True,,,
claude-sonnet__none__BR1__r1,claude-sonnet,none,work,BR1,,1,False,True,0.060189799999999995,84824,556,2,3,8.15,True,,,
claude-sonnet__none__BR1__r2,claude-sonnet,none,work,BR1,,2,False,True,0.0595176,84625,530,2,3,7.89,True,,,
claude-sonnet__none__BR2__r1,claude-sonnet,none,work,BR2,,1,False,True,0.0649034,85405,874,2,3,10.45,True,,,
claude-sonnet__none__BR2__r2,claude-sonnet,none,work,BR2,,2,False,True,0.063539,85129,775,2,3,9.27,True,,,
claude-sonnet__none__BR3__r1,claude-sonnet,none,work,BR3,,1,False,True,0.052243000000000005,56286,432,1,2,6.47,True,,,
claude-sonnet__none__BR3__r2,claude-sonnet,none,work,BR3,,2,False,True,0.050970600000000005,56281,306,1,2,5.12,True,,,
claude-sonnet__pointer__F1__r1,claude-sonnet,pointer,work,F1,tiered-feature,1,True,True,0.11807540000000001,243515,1967,7,8,20.57,True,2,2,2
claude-sonnet__pointer__F1__r2,claude-sonnet,pointer,work,F1,tiered-feature,2,True,True,0.1341366,307071,2128,10,11,22.36,True,2,2,2
claude-sonnet__pointer__F2__r1,claude-sonnet,pointer,work,F2,tiered-feature,1,True,True,0.13867960000000001,336302,2068,10,11,24.33,True,2,2,2
claude-sonnet__pointer__F2__r2,claude-sonnet,pointer,work,F2,tiered-feature,2,True,True,0.14138119999999998,333847,2320,10,11,26.15,True,2,2,2
claude-sonnet__pointer__F3__r1,claude-sonnet,pointer,work,F3,tiered-feature,1,True,True,0.1237304,273882,1921,8,9,41.56,True,2,2,2
claude-sonnet__pointer__F3__r2,claude-sonnet,pointer,work,F3,tiered-feature,2,True,True,0.11361,242174,1659,7,8,18.76,True,2,2,2
claude-sonnet__pointer__G1__r1,claude-sonnet,pointer,work,G1,tiered-guidance,1,True,True,0.13542200000000001,305473,2336,9,10,37.13,True,2,2,2
claude-sonnet__pointer__G1__r2,claude-sonnet,pointer,work,G1,tiered-guidance,2,True,True,0.145579,337702,2535,10,11,26.81,True,2,2,2
claude-sonnet__pointer__G2__r1,claude-sonnet,pointer,work,G2,tiered-guidance,1,True,True,0.10405239999999999,182104,1840,9,10,25.1,True,2,2,2
claude-sonnet__pointer__G2__r2,claude-sonnet,pointer,work,G2,tiered-guidance,2,True,True,0.13268760000000002,307074,2056,9,10,974.57,False,2,2,2
claude-sonnet__pointer__G3__r1,claude-sonnet,pointer,work,G3,tiered-guidance,1,True,True,0.12450419999999998,274593,2010,8,9,965.01,False,2,2,2
claude-sonnet__pointer__G3__r2,claude-sonnet,pointer,work,G3,tiered-guidance,2,True,True,0.10286719999999999,181473,1755,8,9,26.44,True,2,2,2
claude-sonnet__pointer__H1__r1,claude-sonnet,pointer,branch,H1,harness-stamp,1,True,True,0.08359280000000001,146942,962,5,6,19.2,True,2,2,2
claude-sonnet__pointer__H1__r2,claude-sonnet,pointer,branch,H1,harness-stamp,2,True,True,0.07737300000000001,116854,998,5,6,10.76,True,2,2,2
claude-sonnet__pointer__H2__r1,claude-sonnet,pointer,branch,H2,harness-stamp,1,True,True,0.08405900000000001,146466,1093,5,6,13.08,True,2,2,2
claude-sonnet__pointer__H2__r2,claude-sonnet,pointer,branch,H2,harness-stamp,2,True,True,0.0753076,116597,827,5,6,14.63,True,2,2,2
claude-sonnet__pointer__R1__r1,claude-sonnet,pointer,work,R1,tool-gated-review,1,True,True,0.1678702,149050,1444,7,5,72.87,True,2,2,2
claude-sonnet__pointer__R1__r2,claude-sonnet,pointer,work,R1,tool-gated-review,2,True,True,0.3895968,181683,2255,10,6,141.07,True,2,2,2
claude-sonnet__pointer__R2__r1,claude-sonnet,pointer,work,R2,tool-gated-review,1,True,True,0.26509240000000006,119107,2001,9,4,140.43,True,2,2,2
claude-sonnet__pointer__R2__r2,claude-sonnet,pointer,work,R2,tool-gated-review,2,True,True,0.32275529999999997,148054,1848,9,5,110.45,True,2,2,2
claude-sonnet__pointer__R3__r1,claude-sonnet,pointer,work,R3,tool-gated-review,1,True,True,0.2047525,118499,1379,9,4,64.87,True,2,2,2
claude-sonnet__pointer__R3__r2,claude-sonnet,pointer,work,R3,tool-gated-review,2,True,True,0.160113,148834,1309,7,5,70.06,True,2,2,2
claude-sonnet__pointer__T1__r1,claude-sonnet,pointer,branch,T1,tier-stamp,1,True,True,0.075033,116788,893,4,5,10.76,True,2,2,2
claude-sonnet__pointer__T1__r2,claude-sonnet,pointer,branch,T1,tier-stamp,2,True,True,0.08347660000000001,146131,1054,5,6,20.61,True,2,2,2
claude-sonnet__pointer__T2__r1,claude-sonnet,pointer,branch,T2,tier-stamp,1,True,True,0.0841582,147085,1078,5,6,12.63,True,2,2,2
claude-sonnet__pointer__T2__r2,claude-sonnet,pointer,branch,T2,tier-stamp,2,True,True,0.0809336,146408,858,5,6,11.86,True,2,2,2
claude-sonnet__pointer__V1__r1,claude-sonnet,pointer,branch,V1,vendor-stamp,1,True,True,0.0738798,116710,799,4,5,9.87,True,2,2,2
claude-sonnet__pointer__V1__r2,claude-sonnet,pointer,branch,V1,vendor-stamp,2,True,True,0.0818614,146721,905,5,6,24.26,True,2,2,2
claude-sonnet__pointer__V2__r1,claude-sonnet,pointer,branch,V2,vendor-stamp,1,True,True,0.083552,146948,1030,5,6,12.25,True,2,2,2
claude-sonnet__pointer__V2__r2,claude-sonnet,pointer,branch,V2,vendor-stamp,2,True,True,0.092759,175328,1241,6,7,14.31,True,2,2,2
codex-default__inline__F1__r1,codex-default,inline,work,F1,tiered-feature,1,True,False,,136991,3890,9,,87.52,True,2,2,2
codex-default__inline__F1__r2,codex-default,inline,work,F1,tiered-feature,2,True,False,,76388,2552,5,,68.86,True,2,2,2
codex-default__inline__F2__r1,codex-default,inline,work,F2,tiered-feature,1,True,False,,236226,4110,9,,98.47,True,2,2,2
codex-default__inline__F2__r2,codex-default,inline,work,F2,tiered-feature,2,True,False,,112579,2593,5,,64.4,True,2,2,2
codex-default__inline__F3__r1,codex-default,inline,work,F3,tiered-feature,1,True,False,,63055,2032,4,,48.66,True,2,2,2
codex-default__inline__F3__r2,codex-default,inline,work,F3,tiered-feature,2,True,False,,105210,3250,6,,75.57,True,2,2,2
codex-default__inline__G1__r1,codex-default,inline,work,G1,tiered-guidance,1,True,False,,62005,1647,3,,72.56,True,2,2,2
codex-default__inline__G1__r2,codex-default,inline,work,G1,tiered-guidance,2,True,False,,60981,1369,4,,33.5,True,2,2,2
codex-default__inline__G2__r1,codex-default,inline,work,G2,tiered-guidance,1,True,False,,60857,1046,4,,29.69,True,2,2,2
codex-default__inline__G2__r2,codex-default,inline,work,G2,tiered-guidance,2,True,False,,72712,1158,5,,33.17,True,2,2,2
codex-default__inline__G3__r1,codex-default,inline,work,G3,tiered-guidance,1,True,False,,60461,1070,4,,31.36,True,2,2,2
codex-default__inline__G3__r2,codex-default,inline,work,G3,tiered-guidance,2,True,False,,61078,1094,4,,34.86,True,2,2,2
codex-default__inline__H1__r1,codex-default,inline,branch,H1,harness-stamp,1,True,False,,47743,1047,3,,31.86,True,2,2,2
codex-default__inline__H1__r2,codex-default,inline,branch,H1,harness-stamp,2,True,False,,89101,1263,3,,34.48,True,2,2,2
codex-default__inline__H2__r1,codex-default,inline,branch,H2,harness-stamp,1,True,False,,84804,1306,3,,37.28,True,2,2,2
codex-default__inline__H2__r2,codex-default,inline,branch,H2,harness-stamp,2,True,False,,47819,917,3,,25.74,True,2,2,2
codex-default__inline__R1__r1,codex-default,inline,work,R1,tool-gated-review,1,True,False,,84451,1317,6,,35.91,True,2,2,2
codex-default__inline__R1__r2,codex-default,inline,work,R1,tool-gated-review,2,True,False,,85896,1536,6,,43.1,True,2,2,2
codex-default__inline__R2__r1,codex-default,inline,work,R2,tool-gated-review,1,True,False,,59477,1061,4,,29.21,True,2,2,2
codex-default__inline__R2__r2,codex-default,inline,work,R2,tool-gated-review,2,True,False,,59591,1026,4,,31.33,True,2,2,2
codex-default__inline__R3__r1,codex-default,inline,work,R3,tool-gated-review,1,True,True,,129011,2242,6,,95.66,True,1,2,2
codex-default__inline__R3__r2,codex-default,inline,work,R3,tool-gated-review,2,True,True,,140502,1687,6,,62.91,True,2,2,2
codex-default__inline__T1__r1,codex-default,inline,branch,T1,tier-stamp,1,True,False,,133184,1926,6,,57.42,True,2,2,2
codex-default__inline__T1__r2,codex-default,inline,branch,T1,tier-stamp,2,True,False,,47102,769,3,,25.82,True,2,2,2
codex-default__inline__T2__r1,codex-default,inline,branch,T2,tier-stamp,1,True,False,,47488,727,3,,26.71,True,2,2,2
codex-default__inline__T2__r2,codex-default,inline,branch,T2,tier-stamp,2,True,False,,60286,1228,4,,35.28,True,2,2,2
codex-default__inline__V1__r1,codex-default,inline,branch,V1,vendor-stamp,1,True,False,,35163,760,2,,24.49,True,2,2,2
codex-default__inline__V1__r2,codex-default,inline,branch,V1,vendor-stamp,2,True,False,,47129,718,2,,23.33,True,2,2,2
codex-default__inline__V2__r1,codex-default,inline,branch,V2,vendor-stamp,1,True,False,,35332,907,2,,26.57,True,2,2,2
codex-default__inline__V2__r2,codex-default,inline,branch,V2,vendor-stamp,2,True,False,,46933,785,3,,28.31,True,2,2,2
codex-default__native__F1__r1,codex-default,native,work,F1,tiered-feature,1,True,False,,104671,2997,15,,266.97,True,2,2,2
codex-default__native__F1__r2,codex-default,native,work,F1,tiered-feature,2,True,False,,120202,2770,9,,92.21,True,2,2,2
codex-default__native__F2__r1,codex-default,native,work,F2,tiered-feature,1,True,False,,90955,2750,12,,83.6,True,2,2,2
codex-default__native__F2__r2,codex-default,native,work,F2,tiered-feature,2,True,False,,147869,3275,10,,85.73,True,2,2,2
codex-default__native__F3__r1,codex-default,native,work,F3,tiered-feature,1,True,False,,150075,3206,8,,99.35,True,2,2,2
codex-default__native__F3__r2,codex-default,native,work,F3,tiered-feature,2,True,False,,156617,5161,8,,118.66,True,2,2,2
codex-default__native__G1__r1,codex-default,native,work,G1,tiered-guidance,1,True,False,,128861,2535,8,,13143.81,False,2,2,2
codex-default__native__G1__r2,codex-default,native,work,G1,tiered-guidance,2,True,False,,59551,1332,4,,13117.59,False,2,2,2
codex-default__native__G2__r1,codex-default,native,work,G2,tiered-guidance,1,True,False,,59547,1312,4,,11201.26,False,2,2,2
codex-default__native__G2__r2,codex-default,native,work,G2,tiered-guidance,2,True,False,,102707,2102,6,,52.68,True,2,2,2
codex-default__native__G3__r1,codex-default,native,work,G3,tiered-guidance,1,True,False,,102359,2110,6,,49.54,True,2,2,2
codex-default__native__G3__r2,codex-default,native,work,G3,tiered-guidance,2,True,False,,116125,2076,7,,53.88,True,2,2,2
codex-default__native__H1__r1,codex-default,native,branch,H1,harness-stamp,1,True,False,,73435,1596,5,,48.58,True,2,2,2
codex-default__native__H1__r2,codex-default,native,branch,H1,harness-stamp,2,True,False,,59383,993,4,,151.41,True,2,2,2
codex-default__native__H2__r1,codex-default,native,branch,H2,harness-stamp,1,True,False,,182459,2188,6,,79.72,True,2,2,2
codex-default__native__H2__r2,codex-default,native,branch,H2,harness-stamp,2,True,False,,59988,1189,4,,36.57,True,2,2,2
codex-default__native__R1__r1,codex-default,native,work,R1,tool-gated-review,1,True,False,,116047,2310,12,,78.57,True,2,2,2
codex-default__native__R1__r2,codex-default,native,work,R1,tool-gated-review,2,True,False,,161670,3222,15,,86.3,True,2,2,2
codex-default__native__R2__r1,codex-default,native,work,R2,tool-gated-review,1,True,False,,101396,2275,9,,62.58,True,2,2,2
codex-default__native__R2__r2,codex-default,native,work,R2,tool-gated-review,2,True,True,,213061,2550,15,,124.57,True,2,2,2
codex-default__native__R3__r1,codex-default,native,work,R3,tool-gated-review,1,True,True,,212232,2217,10,,314.67,True,2,2,2
codex-default__native__R3__r2,codex-default,native,work,R3,tool-gated-review,2,True,True,,173641,1902,7,,129.72,True,2,2,2
codex-default__native__T1__r1,codex-default,native,branch,T1,tier-stamp,1,True,False,,60997,1365,4,,43.41,True,2,2,2
codex-default__native__T1__r2,codex-default,native,branch,T1,tier-stamp,2,True,False,,59690,1144,4,,41.24,True,2,2,2
codex-default__native__T2__r1,codex-default,native,branch,T2,tier-stamp,1,True,False,,71850,1174,5,,48.16,True,2,2,2
codex-default__native__T2__r2,codex-default,native,branch,T2,tier-stamp,2,True,False,,60168,1032,4,,46.13,True,2,2,2
codex-default__native__V1__r1,codex-default,native,branch,V1,vendor-stamp,1,True,False,,60293,1025,4,,103.48,True,2,2,2
codex-default__native__V1__r2,codex-default,native,branch,V1,vendor-stamp,2,True,False,,59475,1019,4,,41.68,True,2,2,2
codex-default__native__V2__r1,codex-default,native,branch,V2,vendor-stamp,1,True,False,,59571,958,4,,62.51,True,2,2,2
codex-default__native__V2__r2,codex-default,native,branch,V2,vendor-stamp,2,True,False,,59307,926,4,,43.68,True,2,2,2
codex-default__none__B1__r1,codex-default,none,work,B1,,1,False,True,,58500,946,4,,26.35,True,,,
codex-default__none__B1__r2,codex-default,none,work,B1,,2,False,True,,58405,932,4,,25.49,True,,,
codex-default__none__B2__r1,codex-default,none,work,B2,,1,False,True,,71390,1029,5,,31.93,True,,,
codex-default__none__B2__r2,codex-default,none,work,B2,,2,False,True,,58215,904,4,,24.15,True,,,
codex-default__none__B3__r1,codex-default,none,work,B3,,1,False,True,,57998,796,4,,29.01,True,,,
codex-default__none__B3__r2,codex-default,none,work,B3,,2,False,True,,58187,859,4,,24.33,True,,,
codex-default__none__BR1__r1,codex-default,none,work,BR1,,1,False,True,,58523,1242,4,,29.96,True,,,
codex-default__none__BR1__r2,codex-default,none,work,BR1,,2,False,True,,46173,1047,3,,26.95,True,,,
codex-default__none__BR2__r1,codex-default,none,work,BR2,,1,False,True,,72617,1482,5,,35.51,True,,,
codex-default__none__BR2__r2,codex-default,none,work,BR2,,2,False,True,,46336,1272,3,,29.22,True,,,
codex-default__none__BR3__r1,codex-default,none,work,BR3,,1,False,True,,72661,1294,5,,34.36,True,,,
codex-default__none__BR3__r2,codex-default,none,work,BR3,,2,False,True,,58254,911,4,,25.41,True,,,
codex-default__pointer__F1__r1,codex-default,pointer,work,F1,tiered-feature,1,True,False,,106324,2729,7,,70.71,True,2,2,2
codex-default__pointer__F1__r2,codex-default,pointer,work,F1,tiered-feature,2,True,False,,166512,3699,9,,91.79,True,2,2,2
codex-default__pointer__F2__r1,codex-default,pointer,work,F2,tiered-feature,1,True,False,,120189,3043,7,,75.82,True,2,2,2
codex-default__pointer__F2__r2,codex-default,pointer,work,F2,tiered-feature,2,True,False,,151466,3615,8,,86.35,True,2,2,2
codex-default__pointer__F3__r1,codex-default,pointer,work,F3,tiered-feature,1,True,False,,152323,3477,8,,88.69,True,2,2,2
codex-default__pointer__F3__r2,codex-default,pointer,work,F3,tiered-feature,2,True,False,,134905,3229,7,,396.78,True,2,2,2
codex-default__pointer__G1__r1,codex-default,pointer,work,G1,tiered-guidance,1,True,False,,89613,1948,5,,51.59,True,2,2,2
codex-default__pointer__G1__r2,codex-default,pointer,work,G1,tiered-guidance,2,True,False,,75161,1468,5,,35.7,True,2,2,2
codex-default__pointer__G2__r1,codex-default,pointer,work,G2,tiered-guidance,1,True,False,,75180,1548,5,,40.17,True,2,2,2
codex-default__pointer__G2__r2,codex-default,pointer,work,G2,tiered-guidance,2,True,False,,102449,1861,6,,46.81,True,2,2,2
codex-default__pointer__G3__r1,codex-default,pointer,work,G3,tiered-guidance,1,True,False,,74251,1390,5,,35.64,True,2,2,2
codex-default__pointer__G3__r2,codex-default,pointer,work,G3,tiered-guidance,2,True,False,,116572,2243,7,,52.71,True,2,2,2
codex-default__pointer__H1__r1,codex-default,pointer,branch,H1,harness-stamp,1,True,False,,73405,1205,5,,46.71,True,2,2,2
codex-default__pointer__H1__r2,codex-default,pointer,branch,H1,harness-stamp,2,True,False,,102439,1196,4,,51.71,True,2,2,2
codex-default__pointer__H2__r1,codex-default,pointer,branch,H2,harness-stamp,1,True,False,,59588,814,4,,29.93,True,2,2,2
codex-default__pointer__H2__r2,codex-default,pointer,branch,H2,harness-stamp,2,True,False,,59505,1003,4,,42.57,True,2,2,2
codex-default__pointer__R1__r1,codex-default,pointer,work,R1,tool-gated-review,1,True,True,,353514,2675,14,,405.35,True,2,2,2
codex-default__pointer__R1__r2,codex-default,pointer,work,R1,tool-gated-review,2,True,False,,61466,1087,5,,351.7,True,2,2,2
codex-default__pointer__R2__r1,codex-default,pointer,work,R2,tool-gated-review,1,True,True,,173616,1705,7,,234.54,True,2,2,2
